	query	docno	relevance
2902	清华大学游泳馆时间	3458	1
2903	北京周边度假旅行 7天	12472	2
2904	死飞 购买注意	11987	2
2905	清华大学游泳馆 场次	16830	2
2906	辽宁号  历史	17483	0
2907	北京周边 旅行 五一	5403	3
2908	破冰游戏 大约十人参与	3524	4
2909	辽宁号航母 历史	5920	4
2910	北京周边 旅行 五一	5399	3
2911	清华大学陈明游泳馆学生价格	2007	2
2912	谷歌眼镜 功能	4918	3
2913	清华买死飞	6466	2
2914	清华大学游泳馆	1644	1
2915	港版iphone6 国行 价格	16735	2
2916	辽宁号基本信（排水量，舰长）	13036	2
2917	谷歌眼镜 售价	1546	4
2918	国际航班 液体登机	7287	3
2919	辽宁号  	17503	4
2920	清华大学游泳馆校内具体地点	3746	2
2921	清华大学游泳馆开放时间	7480	3
2922	辽宁号航母 实力	6029	3
2923	手提行李限制 国际航班	2630	4
2924	死飞自行车 清华附近 价格区间	22784	3
2925	戒烟	197	3
2926	辽宁号优势	2464	3
2927	辽宁号 维基	12753	4
2928	清华附近自行车店	10012	2
2929	买死飞要注意什么	22139	3
2930	北京周边  7天旅游	12511	3
2931	死飞公园 清华 价格	17298	3
2932	死飞自行车 报价	16360	2
2933	死飞自行车  购买注意事项	17950	2
2934	北京一周旅行攻略	15741	3
2935	旅行	10343	3
2936	清华大学游泳馆 所在地	12407	3
2937	十渡攻略	26049	4
2938	辽宁号与其他航母比较	11700	3
2939	在香港购买iphone6价格	10114	3
2940	清华西门 死飞公园	25679	3
2941	辽宁号相比较其他航母的优势和劣势	4748	3
2942	辽宁号历史	13137	3
2943	大陆iphone6	3261	0
2944	死飞自行车购买清华大学附近	19743	3
2945	辽宁号的优劣	9417	2
2946	清华大学游泳馆校内具体地点	3749	2
2947	清华大学露天泳池 学生价格	25280	3
2948	清华大学游泳馆 游泳卡	18630	3
2949	清华大学陈明游泳馆价格	1953	2
2950	清华大学游泳馆 价钱	11748	3
2951	清华大学游泳馆位置	9364	0
2952	清华大学游泳馆 校内具体位置	3807	2
2953	10人 破冰游戏	11558	4
2954	手提行李   液体容量	17604	3
2955	必须手提的行李	24297	2
2956	北京度假旅行景点推荐	13860	4
2957	5月 北京周边旅游 	20818	2
2958	香港购买iphone 关税	14419	3
2959	清华大学游泳馆 所在地	12410	3
2960	死飞自行车 北京	24087	3
2961	国际航班手提行李体积重量限制	4206	3
2962	辽宁号的基本信息	21372	2
2963	清华大学死飞自行车	630	3
2964	国际航班 行李要求	7091	3
2965	破冰游戏 新员工培训 10人	12730	0
2966	辽宁号航速	15535	2
2967	北京周边地方度假七日旅游	4626	3
2968	香港 iphone6   关税	18247	2
2969	清华大学 死飞	7952	4
2970	北京度假旅行 周边游	17230	2
2971	港版iphone6 关税	5878	2
2972	死飞自行车 清华	3093	3
2973	港版iphone6 价格	16711	4
2974	辽宁号航母 对比	6006	3
2975	国际航班手提行李可携带液体	13656	4
2976	死飞自行车  清华大学	17728	2
2977	北京度假旅行	2170	2
2978	手提行李限制 液体	8503	3
2979	手提行李限制	105	3
2980	国际航班行李限制	13589	4
2981	清华大学游泳馆开放时间	7473	2
2982	港版iphone6价格	10686	4
2983	死飞公园 清华 价格	17307	3
2984	5月北京周边旅游目的地	20775	3
2985	新员工培训大约十人的破冰游戏	21851	4
2986	谷歌眼镜 使用	11035	2
2987	破冰游戏 10人	8217	4
2988	北京度假旅行 5月	24452	2
2989	国际航班手提行李能携带多少液体	4257	4
2990	有效戒烟	16678	3
2991	国际航班 托运行李限制	23397	4
2992	买死飞 注意事项	6625	0
2993	如何购买港版iphone6	9339	3
2994	辽宁号 不足	3396	4
2995	北京周边5月 度假 攻略	6916	4
2996	辽宁号与美国航母对比	26327	2
2997	清华大学游泳馆位置	9358	2
2998	破冰游戏	5	4
2999	港版iphone6 入关	6197	4
3000	北京周边的度假胜地	9028	3
3001	谷歌眼镜	1489	3
3002	 新人培训 破冰游戏	20496	3
3003	清华大学游泳馆 开放时间	5277	2
3004	戒烟	213	4
3005	北京度假旅行	2187	3
3006	港版iphone6 需不需要关税	19892	3
3007	辽宁号	444	4
3008	辽宁号航母基本信息	24404	4
3009	破冰游戏 企业培训	17181	0
3010	清华陈明游泳馆 开放时间	7500	4
3011	死飞自行车  清华大学	17726	2
3012	死飞公园 价格	25832	2
3013	在香港买iphone 6	25454	4
3014	国行iphone6价格	3573	4
3015	港版iphone6	1113	3
3016	港版iphone6 购买	16205	0
3017	破冰游戏 员工培训	5516	3
3018	清华大学游泳馆位置	9361	2
3019	航母作用	3422	3
3020	清华大学游泳馆 地址	15243	2
3021	国际航班手提行李体积重量限制	4201	4
3022	国际航班 托运行李	10587	4
3023	避暑山庄旅游 7天	19598	4
3024	死飞  注意事项	22850	3
3025	 清华大学  购买死飞	17824	3
3026	辽宁号  基本信息	17436	4
3027	辽宁号 与其他国家航母比较	9568	3
3028	清华大学 游泳 票价	7608	4
3029	死飞 购买注意事项	3235	0
3030	死飞自行车	79	0
3031	北京周边旅游 多日游	18776	4
3032	死飞自行车  价格区间	22827	3
3033	北京 死飞	11583	3
3034	清华大学游泳馆	1631	3
3035	留美 行李中什么必须托运	9729	2
3036	国际航班 美国 行李限制	24274	4
3037	北京周边5月 度假 攻略	6915	4
3038	港版iphone6 关税	5881	2
3039	死飞自行车 清华大学	5578	2
3040	戒烟 好处	8287	3
3041	国际航班行李	21506	4
3042	破冰游戏	2	3
3043	新手十人破冰游戏	13719	4
3044	北京周边 旅行 五一	5404	3
3045	辽宁号 战略价值	10640	3
3046	谷歌眼镜 功能能	14834	4
3047	北京周边 度假旅行 	7848	1
3048	谷歌眼镜 功能	4913	1
3049	清华大学死飞自行车	632	2
3050	留美 行李限制	9623	2
3051	辽宁号	439	3
3052	北京 京西草原 交通	5460	3
3053	北京周边游 攻略	26202	3
3054	辽宁号 战略意义	7403	4
3055	北京周边旅游地点	19417	3
3056	航母作用	3425	2
3057	北京度假旅行  一周旅行团	18400	2
3058	北京 旅行 五一	5371	3
3059	北京5月 周边旅游推荐	6755	2
3060	国际航班 手提行李限制	11811	3
3061	手提行李限制 国际航班 液体	19269	3
3062	死飞公园 清华附近	8109	3
3063	航空母舰的战略意义	26298	4
3064	清华大学游泳馆 地址	15236	2
3065	清华附近自行车店	10009	1
3066	国际航班 托运行李	10578	3
3067	清华大学露天游泳馆	25246	1
3068	手提行李限制	103	3
3069	北京度假旅行  旅行团	18459	2
3070	北京一周旅行攻略	15736	2
3071	行李限制 中美航班	15709	3
3072	北京度假旅行	2166	2
3073	清华 死飞自行车	16270	3
3074	北京周边旅游 多日游	18775	3
3075	辽宁号与其他航母比较	11697	3
3076	破冰游戏十人	2361	4
3077	破冰游戏 10人	8215	3
3078	破冰游戏 企业培训	17179	0
3079	北京五月份一周度假旅行	2234	3
3080	死飞自行车	92	3
3081	死飞公园 清华大学	15978	0
3082	清华陈明游泳馆 价格	7517	2
3083	航母的战略意义	22194	3
3084	谷歌眼镜 使用	11031	2
3085	死飞自行车 注意事项	5619	3
3086	死飞自行车 清华大学	5571	2
3087	清华西湖游泳馆	15858	3
3088	行李 液体	6043	3
3089	清华大学游泳馆 场次	16828	3
3090	辽宁号  历史	17481	3
3091	托运行李限制 国际	17008	3
3092	谷歌眼镜功能	10975	2
3093	航母 战略意义	14921	4
3094	清华大学游泳馆	1650	3
3095	辽宁号与其他国家航母的对比	22459	3
3096	辽宁号 比较	9547	4
3097	清华大学游泳馆 时间	16779	3
3098	托运行李限制 国际	17006	4
3099	如何在香港购买iphone6	13253	4
3100	北京附近度假地	23963	3
3101	谷歌眼镜 价格	11012	1
3102	香港购买iphone6 关税多少	14489	2
3103	北京度假旅行	2183	2
3104	清华 死飞自行车	16266	3
